"id","title","url","date","source","summary"
"1241","As U.S. foreign aid grants get slashed, Greenland gets money for a dog race","https://www.npr.org/2025/03/26/nx-s1-5341322/greenland-trump-vance-dog-sled-race","2025-03-27","NPR","Second lady Usha Vance has scrapped a plan to attend Greenland's national dog sled race this week. But American tax dollars will help support the race anyway."
"1242","Social Security officials partially walk back plans for in-person verification","https://www.npr.org/2025/03/26/nx-s1-5341780/social-security-administration-identity-requirements","2025-03-27","NPR","Officials said they would now exempt people who apply for Medicare and disability benefits, as well as supplemental income help for the poor, from having to"
"1243","Appeals court sides with judge who blocked deportations under wartime authority","https://www.npr.org/2025/03/26/g-s1-56392/appeals-circuit-alien-enemies-act","2025-03-27","NPR","The D.C. Circuit Court of Appeals panel denied the Trump administration's push to restart deportations of alleged gang members under a rarely used wartime authority known as the Alien Enemies Act."
"1244","Trump announces new 25% tariff on imported cars and car parts","https://www.npr.org/2025/03/26/nx-s1-5341767/trump-trade-tariffs-imported-cars","2025-03-27","NPR","The president's latest action on trade takes effect next week, and will slap a 25% tariff on imported cars and car parts. He says the measure will boost U.S. manufacturing."
"1245","Judge allows 'New York Times' copyright case against OpenAI to go forward","https://www.npr.org/2025/03/26/nx-s1-5288157/new-york-times-openai-copyright-case-goes-forward","2025-03-27","NPR","The legal fight could have far-reaching implications for the media and artificial intelligence industries."
"1246","What to know about Pituffik, the only U.S. military base in Greenland","https://www.npr.org/2025/03/26/nx-s1-5341505/greenland-pituffik-space-military-base","2025-03-27","NPR","Vice President JD Vance will travel to Greenland this week, including a stop at Pituffik Space Base, the U.S. Defense Department's northernmost installation and its only outpost on the island."
"1247","EV buyers who missed out on their tax credits now have a fix from the IRS","https://www.npr.org/2025/03/26/nx-s1-5341550/irs-ev-ta-credit-2024-solution","2025-03-27","NPR","Some car owners couldn't claim the EV tax credit for vehicles purchased in 2024 because dealers skipped a key sales reporting step. The IRS is now offering a fix."
"1248","Brazil's Supreme Court says Bolsonaro must stand trial over alleged coup attempt","https://www.npr.org/2025/03/26/nx-s1-5341507/bolsonaro-brazil-trial-coup-attempt","2025-03-27","NPR","The former far-right populist president, Jair Bolsonaro, will face trial for allegedly attempting to overturn his 2022 reelection loss and stage a violent coup."
"1249","Federal judge who drew Trump's anger picks up new case against administration","https://www.npr.org/2025/03/26/nx-s1-5341540/boasberg-trump-signal-national-security-atlantic-lawsuit","2025-03-27","NPR","James Boasberg, chief judge of the U.S. District Court in Washington, D.C., will preside over a case about the Trump administration's use of a Signal group chat to discuss military information."
"1250","How Europeans are reacting to the Yemen war plans group chat","https://www.npr.org/2025/03/26/g-s1-55668/signal-yemen-war-plans-europe-reaction","2025-03-27","NPR","In Europe, there's now a sense of a ""broken relationship"" in discovering ""the extent of American hostility,"" one French analyst says. ""But like in love, there is life after a breakup."""
"1251","How NPR covers itself when it's in the news","https://www.npr.org/2025/03/26/nx-s1-5341496/how-npr-covers-itself","2025-03-27","NPR","When NPR is in the news, its journalists aim to cover what's happening the same way they cover other news or an organization. The newsroom follows a protocol that seeks to ensure only a small number of employees, none of whom are directly involved in the news event, works on the coverage."
"1252","Why Amanda Knox returns to Italy — and how she talks with her daughter about injustice","https://www.npr.org/2025/03/26/nx-s1-5311607/amanda-knox-free","2025-03-27","NPR","Amanda Knox spent nearly four years in an Italian prison for a murder she didn't commit. After her exoneration, she reached out to the man who prosecuted her case. Knox's new memoir is"
"1253","What is the 'state secrets privilege' invoked by the Trump administration?","https://www.npr.org/2025/03/26/nx-s1-5339507/what-is-state-secrets-privilege-trump-administration","2025-03-27","NPR","The state secrets privilege allows the U.S. government to withhold sensitive evidence in court cases. Both Democratic and Republican administrations have invoked it."
"1254","What's soil blocking? This seeding method helps gardeners use less plastic and peat","https://www.npr.org/2025/03/26/nx-s1-5334478/gardening-soil-blocking","2025-03-27","NPR","Soil blocking is an environmentally friendly method to prep seedlings. The technique has captured the attention of serious gardeners who'd like to make their growing more sustainable."
"1255","Trump cuts threaten a measurement lab critical for advanced chips and medical devices","https://www.npr.org/2025/03/26/nx-s1-5340687/trump-cuts-nist-atomic-spectra-lab-advanced-chips-medical-devices","2025-03-27","NPR","The Atomic Spectroscopy Group provides standardized measurements used across wide swaths of science and industry. The Trump administration plans to cut it."
"1256","Judge freezes Trump plan to dismantle Radio Free Europe/Radio Liberty","https://www.npr.org/2025/03/26/nx-s1-5341321/trump-radio-free-europe-radio-liberty-restraining-order","2025-03-27","NPR","Federal Judge Royce Lamberth ruled the continued operation of Radio Free Europe/Radio Liberty was ""in the public interest"" and froze White House plans to shut it down."
"1257","Supreme Court upholds federal regulation banning 'ghost guns'","https://www.npr.org/2025/03/26/nx-s1-5341404/supreme-court-ghost-guns","2025-03-27","NPR","The court says ghost guns, which are virtually untraceable weapons that require assembly, are considered ""firearms"" and subject to ATF regulation."
"1258","U.S. intel leaders are grilled again about the leaked Signal chat as more details emerge","https://www.npr.org/2025/03/26/nx-s1-5341359/intelligence-leaders-signal-house-hearing","2025-03-27","NPR","The use of civilian software to discuss sensitive military and government matters came to light after a journalist from"
"1259","'Grandpas' got together to help kids. Scientists say it boosts the elders' health, too","https://www.npr.org/sections/shots-health-news/2025/03/26/g-s1-55822/volunteer-retirement-health-benefits-grandpas-united","2025-03-27","NPR","Older men can find themselves isolated after retirement. Volunteer groups like Grandpas United are good for both physical and mental health."
"1260","4 takeaways from PBS and NPR's testimony on Capitol Hill","https://www.npr.org/2025/03/26/nx-s1-5339951/npr-pbs-congress-hearing","2025-03-27","NPR","The public broadcasting CEOs defended their networks against accusations from House Republicans of bias in news and cultural programming."
"1261","DOGE says it needs to know the government's most sensitive data, but can't say why","https://www.npr.org/2025/03/26/nx-s1-5339842/doge-data-access-privacy-act-social-security-treasury-opm-lawsuit","2025-03-27","NPR","DOGE staffers have skirted privacy laws, training and security protocols to gain virtually unfettered access to financial and personal information stored in siloed government databases."
"1262","'An unbelievable cocktail of incompetence': a U.S. representative on Signal messages","https://www.npr.org/2025/03/26/nx-s1-5339796/atlantic-releases-texts-signal-war-plans","2025-03-27","NPR","Leila Fadel speaks with Congressman Jim Himes (D-Conn.) ahead of a hearing on the Trump administration's inadvertent disclosure of war plans on messaging app Signal."
"1263","NBA: LeBron James buzzer-beater rescues Lakers against Pacers","https://www.aljazeera.com/sports/2025/3/27/lakers-vs-pacers-lebron-james-game-winner-at-buzzer-lifts-los-angeles","2025-03-27","AlJazeera","LeBron James helped the LA Lakers avoid a fourth straight loss with a dramatic last-second putback against Indiana."
"1264","Trump reiterates US has to ‘have’ Greenland ahead of JD Vance visit","https://www.aljazeera.com/news/2025/3/27/trump-reiterates-us-must-have-greenland-ahead-of-jd-vance-visit","2025-03-27","AlJazeera","US president said ‘we have to have that land’, as he claimed taking Greenland was essential for US national security."
"1265","North Korea’s Kim Jong Un oversees tests of new AI-equipped suicide drones","https://www.aljazeera.com/news/2025/3/27/north-koreas-kim-jong-un-oversees-tests-of-new-ai-equipped-suicide-drones","2025-03-27","AlJazeera","North Korea’s leader oversaw tests of his country’s latest military innovations which use artificial intelligence."
"1266","Israeli military kills Hamas spokesman as Gaza assault continues","https://www.aljazeera.com/news/2025/3/27/israeli-military-kills-hamas-spokesman-as-gaza-assault-continues","2025-03-27","AlJazeera","Hamas spokesperson Abdel-Latif al-Qanoua was killed when Israeli fighters jets bombed his tent shelter in Jabalia."
"1267","UN warns of conflict in South Sudan amid reports of VP Riek Machar’s arrest","https://www.aljazeera.com/news/2025/3/27/un-warns-of-conflict-in-south-sudan-amid-reports-of-vp-riek-machars-arrest","2025-03-27","AlJazeera","First Vice President Riek Machar reportedly arrested after armed convoy entered his residence in the capital, Juba."
"1268","Russia-Ukraine war: List of key events, day 1,127","https://www.aljazeera.com/news/2025/3/27/russia-ukraine-war-list-of-key-events-day-1127","2025-03-27","AlJazeera","These are the key developments on day 1,127 of Russia’s war on Ukraine."
"1269","Israel kills Hamas spokesman in Gaza, bombs Syria’s Latakia","https://www.aljazeera.com/news/liveblog/2025/3/27/live-israels-relentless-bombardment-kills-26-palestinians-in-gaza","2025-03-27","AlJazeera","Israeli forces bomb Abdel-Latif al-Qanoua’s tent in northern Jabalia, killing him and wounding several others."
"1270","‘Signal gate’: How Trump officials’ chat on bombing Yemen hit Washington","https://www.aljazeera.com/podcasts/2025/3/26/signal-gate-how-trump-officials-chat-on-bombing-yemen-hit-washington","2025-03-27","AlJazeera","Finding himself in a Signal group chat with top US officials, Jeffrey Goldberg wondered if the messages were real."
"1271","Trump administration arrests Turkish student Rumeysa Ozturk at Tufts","https://www.aljazeera.com/news/2025/3/26/trump-administration-arrests-turkish-student-at-tufts-revokes-visa","2025-03-27","AlJazeera","A doctoral student at Tufts University has been detained by federal agents without explanation, her lawyer said."
"1272","What’s the fallout of the US security breach?","https://www.aljazeera.com/program/inside-story/","2025-03-27","AlJazeera","Donald Trump downplays the disclosure of sensitive military information."
"1273","US Army says vehicle of four missing soldiers found in Lithuania","https://www.aljazeera.com/news/2025/3/26/nato-chief-says-four-us-soldiers-dead-in-lithuania-in-training","2025-03-27","AlJazeera","Lithuania’s military said four US soldiers and a tracked vehicle had gone missing on Tuesday afternoon."
"1274","Istanbul elects Aslan interim mayor amid ongoing protests over Imamoglu","https://www.aljazeera.com/news/2025/3/26/istanbul-elects-aslan-interim-mayor-amid-ongoing-protests-over-imamoglu","2025-03-27","AlJazeera","The city council has chosen a temporary mayor to take over from Ekrem Imamoglu, who was jailed last week."
"1275","Brazil’s Supreme Court announces it will try Bolsonaro for coup attempt","https://www.aljazeera.com/news/2025/3/26/brazils-supreme-court-announces-it-will-try-bolsonaro-for-coup-attempt","2025-03-27","AlJazeera","The former president has been accused of five crimes including attempting a coup d’etat."
"1276","How the discovery of a mass grave sparked uproar over the missing in Mexico","https://www.aljazeera.com/news/longform/2025/3/26/how-the-discovery-of-a-mass-grave-sparked-uproar-over-the-missing-in-mexico","2025-03-27","AlJazeera","In Jalisco, volunteers found an ‘extermination site’. Now, critics are asking why the government did not find it first."
